,day,agg_lineitem_unblendedcost,agg_lineitem_usageamount,agg_lineitem_blendedcost,agg_pricing_publicondemandcost,agg_reservation_effectivecost,agg_reservation_amortizedupfrontfeeforbillingperiod,agg_reservation_amortizedupfrontcostforusage,agg_reservation_unusedamortizedupfrontfeeforbillingperiod,agg_reservation_unusednormalizedunitquantity,agg_reservation_recurringfeeforusage,agg_reservation_totalreservednormalizedunits,agg_reservation_unusedquantity,agg_reservation_unusedrecurringfee,agg_savingsplan_unusedamortizedupfrontcommitmentforbillingperiod,agg_savingsplan_totalcommitmenttodate,agg_savingsplan_savingsplaneffectivecost,agg_savingsplan_recurringcommitmentforbillingperiod,agg_savingsplan_amortizedcostforusage,agg_savingsplan_amortizedupfrontcommitmentforbillingperiod,bill_billingentity,bill_payeraccountid,lineitem_lineitemdescription,lineitem_lineitemtype,lineitem_operation,lineitem_usageaccountid,pricing_term,lineitem_usagetype,pricing_unit,pricing_purchaseoption,pricing_offeringclass,product_fromlocation,product_category,product_instancetype,product_instancefamily,product_operatingsystem,product_productfamily,product_productname,product_region,product_tolocation,reservation_endtime,reservation_starttime,reservation_reservationarn,reservation_modificationstatus,reservation_subscriptionid,savingsplan_endtime,savingsplan_starttime,savingsplan_savingsplanarn,savingsplan_region,savingsplan_purchaseterm,savingsplan_purchaseoption,savingsplan_paymentoption,savingsplan_instancetypefamily,reservation_duration,labels
53920,2022-01-01,1.47584e-05,0.8855,1.47584e-05,1.47584e-05,,,,,,,,,,,,1.32825e-05,,0.0,,AWS,116462199383,AWS Lambda - Total Compute - Asia Pacific (Tokyo),SavingsPlanCoveredUsage,Invoke,6249526127097,OnDemand,APN1-Lambda-GB-Second,seconds,,,,,,,,Serverless,AWS Lambda,ap-northeast-1,,,,,,,2024-12-14T18:46:21.000Z,2021-12-15T18:46:22.000Z,arn:aws:savingsplans::116462199383:savingsplan/bde60d73-a966-4281-9d90-5373eadb4e54,Any,3yr,NoUpfront,No Upfront,,,1
53921,2022-01-01,-2.44122e-05,1.10462443,-2.44122e-05,0.0,,,,,,,,,,,,,,,,AWS,116462199383,SavingsPlanNegation used by AccountId : 900818401600 and UsageSku : Z6UGBG979PFHQNPH,SavingsPlanNegation,Invoke,9120818401600,OnDemand,AFS1-Lambda-GB-Second,seconds,,,,,,,,Serverless,AWS Lambda,af-south-1,,,,,,,2024-12-14T18:46:21.000Z,2021-12-15T18:46:22.000Z,arn:aws:savingsplans::116462199383:savingsplan/bde60d73-a966-4281-9d90-5373eadb4e54,Any,3yr,NoUpfront,No Upfront,,,1
53932,2022-01-01,-1.31667e-05,0.79000042,-1.31667e-05,0.0,,,,,,,,,,,,,,,,AWS,116462199383,SavingsPlanNegation used by AccountId : 585119903539 and UsageSku : 7N49FRQMXS49C2QS,SavingsPlanNegation,Invoke,5851199123539,OnDemand,EUN1-Lambda-GB-Second,Second,,,,,,,,Serverless,AWS Lambda,eu-north-1,,,,,,,2024-11-21T04:21:54.000Z,2021-11-22T04:21:55.000Z,arn:aws:savingsplans::116462199383:savingsplan/d7738762-ab10-4d7b-a691-e0f451150131,Any,3yr,NoUpfront,No Upfront,,,1
53945,2022-01-01,-2.0000000000000002e-07,1.0,-2.0000000000000002e-07,0.0,,,,,,,,,,,,,,,,AWS,116462199383,SavingsPlanNegation used by AccountId : 541024569116 and UsageSku : NFXH9EUGP7BUPE4A,SavingsPlanNegation,Invoke,5411224569116,OnDemand,APN2-Request,Requests,,,,,,,,Serverless,AWS Lambda,ap-northeast-2,,,,,,,2024-12-14T18:46:21.000Z,2021-12-15T18:46:22.000Z,arn:aws:savingsplans::116462199383:savingsplan/bde60d73-a966-4281-9d90-5373eadb4e54,Any,3yr,NoUpfront,No Upfront,,,1
53955,2022-01-01,1.31688e-05,0.7901249999999999,1.31688e-05,1.31688e-05,,,,,,,,,,,,1.16148e-05,,0.0,,AWS,116462199383,AWS Lambda - Total Compute - EU (Ireland),SavingsPlanCoveredUsage,Invoke,214631776974,OnDemand,EU-Lambda-GB-Second,Second,,,,,,,,Serverless,AWS Lambda,eu-west-1,,,,,,,2024-11-23T22:25:34.000Z,2021-11-24T22:25:35.000Z,arn:aws:savingsplans::116462199383:savingsplan/17e04504-aaf4-44fa-a436-98e562675772,Any,3yr,NoUpfront,No Upfront,,,1
53982,2022-01-01,-2.0000000000000002e-07,1.0,-2.0000000000000002e-07,0.0,,,,,,,,,,,,,,,,AWS,116462199383,SavingsPlanNegation used by AccountId : 633276912135 and UsageSku : 6GFK8TZW8U8G9MUB,SavingsPlanNegation,Invoke,633276912135,OnDemand,EUW3-Request,Requests,,,,,,,,Serverless,AWS Lambda,eu-west-3,,,,,,,2024-12-14T18:46:21.000Z,2021-12-15T18:46:22.000Z,arn:aws:savingsplans::116462199383:savingsplan/bde60d73-a966-4281-9d90-5373eadb4e54,Any,3yr,NoUpfront,No Upfront,,,1
53983,2022-01-01,2.8080000000000003,6.0,2.8080000000000003,2.8080000000000003,,,,,,,,,,,,1.6098,,0.0,,AWS,116462199383,$0.468 per On Demand Linux m4.2xlarge Instance Hour,SavingsPlanCoveredUsage,RunInstances,6634792231228,OnDemand,USW1-BoxUsage:m4.2xlarge,Hrs,,,,,m4.2xlarge,General purpose,Linux,Compute Instance,Amazon Elastic Compute Cloud,us-west-1,,,,,,,2024-10-29T06:54:45.000Z,2021-10-30T06:54:46.000Z,arn:aws:savingsplans::116462199383:savingsplan/43c7c19a-e792-4b16-b0cf-f9b0ee278856,Any,3yr,NoUpfront,No Upfront,,,1
54002,2022-01-01,6.860799999999999,32.0,6.860799999999999,6.860799999999999,,,,,,,,,,,,4.0352000000000015,,0.0,,AWS,116462199383,$0.2144 per On Demand Linux t2.xlarge Instance Hour,SavingsPlanCoveredUsage,RunInstances,5120084219595,OnDemand,EUC1-BoxUsage:t2.xlarge,Hrs,,,,,t2.xlarge,General purpose,Linux,Compute Instance,Amazon Elastic Compute Cloud,eu-central-1,,,,,,,2024-11-04T03:55:25.000Z,2021-11-05T03:55:26.000Z,arn:aws:savingsplans::116462199383:savingsplan/e3f1b88a-4569-4d20-8774-a7cee1a6579b,Any,3yr,NoUpfront,No Upfront,,,1
54011,2022-01-01,0.0,24.0,12.7462966994,25.536,12.633599999999998,,0.0,,,12.633599999999998,,,,,,,,,,AWS,116462199383,"Linux/UNIX (Amazon VPC), r4.large reserved instance applied",DiscountedUsage,RunInstances,3121213811993,Reserved,USW2-BoxUsage:r4.4xlarge,Hrs,No Upfront,convertible,,,r4.4xlarge,Memory optimized,Linux,Compute Instance,Amazon Elastic Compute Cloud,us-west-2,,,,arn:aws:ec2:us-west-2:301213811993:reserved-instances/f37b8c52-a619-487e-8e6b-146fd71ef1cc,,3754247310.0,,,,,,No Upfront,,,,1
54026,2022-01-01,131.2416,35712.0,131.2416,0.0,,0.0,,0.0,0.0,,8928.0,0.0,0.0,,,,,,,AWS,116462199383,"USD 0.003675 hourly fee per Linux/UNIX (Amazon VPC), t3.nano instance",RIFee,RunInstances,116462199383,Reserved,APS2-HeavyUsage:t3.nano,Hrs,No Upfront,convertible,,,,,,,Amazon Elastic Compute Cloud,ap-southeast-2,,2022-07-21T22:08:07.000Z,2019-10-24T18:00:00.000Z,arn:aws:ec2:ap-southeast-2:116462199383:reserved-instances/e42d6ab5-98d9-453c-a714-fccd1049271f,System,2876505781.0,,,,,,No Upfront,,,1001 days 04:08:07,1
54059,2022-01-01,1.47794e-05,0.7572499999999999,1.47794e-05,1.47794e-05,,,,,,,,,,,,1.33276e-05,,0.0,,AWS,116462199383,USD1.95172E-05 per seconds for Lambda-GB-Second in EU (Milan),SavingsPlanCoveredUsage,Invoke,9120006056043,OnDemand,EUS1-Lambda-GB-Second,seconds,,,,,,,,Serverless,AWS Lambda,eu-south-1,,,,,,,2024-12-14T18:46:21.000Z,2021-12-15T18:46:22.000Z,arn:aws:savingsplans::116462199383:savingsplan/bde60d73-a966-4281-9d90-5373eadb4e54,Any,3yr,NoUpfront,No Upfront,,,1
54063,2022-01-01,-0.6344,26.0,-0.6344,0.0,,,,,,,,,,,,,,,,AWS,116462199383,SavingsPlanNegation used by AccountId : 798588522464 and UsageSku : HG3CK5KRF5FG2E4M,SavingsPlanNegation,RunInstances,798588522464,OnDemand,UGW1-BoxUsage:t3.small,Hrs,,,,,t3.small,General purpose,Linux,Compute Instance,Amazon Elastic Compute Cloud,us-gov-west-1,,,,,,,2024-09-21T21:09:44.000Z,2021-09-22T21:09:45.000Z,arn:aws:savingsplans::116462199383:savingsplan/27a42097-31fe-4a02-adac-e5bc399f180a,Any,3yr,NoUpfront,No Upfront,,,1
54066,2022-01-01,0.0,4.24840263,0.2527938458999999,0.7885035280999999,0.39425176,,0.0,,,0.39425176,,,,,,,,,,AWS,116462199383,"Linux/UNIX (Amazon VPC), t2.nano reserved instance applied",DiscountedUsage,RunInstances,4421721295116,Reserved,USW2-BoxUsage:t2.xlarge,Hrs,No Upfront,convertible,,,t2.xlarge,General purpose,Linux,Compute Instance,Amazon Elastic Compute Cloud,us-west-2,,,,arn:aws:ec2:us-west-2:116462199383:reserved-instances/089342bd-01b3-4f14-9735-fe098bd3a3d9,,4240796785.0,,,,,,No Upfront,,,,1
54073,2022-01-01,-2.0000000000000002e-07,1.0,-2.0000000000000002e-07,0.0,,,,,,,,,,,,,,,,AWS,116462199383,SavingsPlanNegation used by AccountId : 606524121073 and UsageSku : 36D3E7396ZKUSWWW,SavingsPlanNegation,Invoke,6126524121073,OnDemand,APS1-Request,Requests,,,,,,,,Serverless,AWS Lambda,ap-southeast-1,,,,,,,2024-12-14T18:46:21.000Z,2021-12-15T18:46:22.000Z,arn:aws:savingsplans::116462199383:savingsplan/bde60d73-a966-4281-9d90-5373eadb4e54,Any,3yr,NoUpfront,No Upfront,,,1
54074,2022-01-01,0.0,0.28125,0.0165682252,0.0521999999999999,0.0260999999999999,,0.0,,,0.0260999999999999,,,,,,,,,,AWS,116462199383,"Linux/UNIX (Amazon VPC), t2.nano reserved instance applied",DiscountedUsage,RunInstances,9812206765585,Reserved,USW2-BoxUsage:t2.xlarge,Hrs,No Upfront,convertible,,,t2.xlarge,General purpose,Linux,Compute Instance,Amazon Elastic Compute Cloud,us-west-2,,,,arn:aws:ec2:us-west-2:116462199383:reserved-instances/58a92987-06be-4edd-a89f-89a7a08a95e8,,5326711930.0,,,,,,No Upfront,,,,1
54083,2022-01-01,-1.01e-05,0.60599879,-1.01e-05,0.0,,,,,,,,,,,,,,,,AWS,116462199383,SavingsPlanNegation used by AccountId : 511205882237 and UsageSku : 3BYZH4NKJN8TJUQ6,SavingsPlanNegation,Invoke,5112125882237,OnDemand,USE2-Lambda-GB-Second,Lambda-GB-Second,,,,,,,,Serverless,AWS Lambda,us-east-2,,,,,,,2024-11-23T22:25:34.000Z,2021-11-24T22:25:35.000Z,arn:aws:savingsplans::116462199383:savingsplan/17e04504-aaf4-44fa-a436-98e562675772,Any,3yr,NoUpfront,No Upfront,,,1
54086,2022-01-01,462.024,3720.0,462.024,0.0,,0.0,,0.0,1575.382224,,29760.0,196.922778,24.45780903,,,,,,,AWS,116462199383,"USD 0.1242 hourly fee per Linux/UNIX (Amazon VPC), m4.xlarge instance",RIFee,RunInstances,116462199383,Reserved,EU-HeavyUsage:m4.xlarge,Hrs,No Upfront,convertible,,,,,,,Amazon Elastic Compute Cloud,eu-west-1,,2022-07-21T22:08:31.000Z,2019-11-20T02:00:00.000Z,arn:aws:ec2:eu-west-1:116462199383:reserved-instances/8f85d4d1-0f2e-45d1-9fbf-72165bc2591c,System,2985091921.0,,,,,,No Upfront,,,974 days 20:08:31,1
54088,2022-01-01,-1.25854e-05,0.7551224899999999,-1.25854e-05,0.0,,,,,,,,,,,,,,,,AWS,116462199383,SavingsPlanNegation used by AccountId : 237920982158 and UsageSku : 67ZV6RMYY72YSRDC,SavingsPlanNegation,Invoke,2379212982158,OnDemand,APS1-Lambda-GB-Second,Lambda-GB-Second,,,,,,,,Serverless,AWS Lambda,ap-southeast-1,,,,,,,2024-11-29T13:09:26.000Z,2021-11-30T13:09:27.000Z,arn:aws:savingsplans::116462199383:savingsplan/371cbc1c-1e71-4dbe-9b09-7e18cac310b7,Any,3yr,NoUpfront,No Upfront,,,1
54090,2022-01-01,-2.0000000000000002e-07,1.0,-2.0000000000000002e-07,0.0,,,,,,,,,,,,,,,,AWS,116462199383,SavingsPlanNegation used by AccountId : 837339875451 and UsageSku : 89U8ZQR2ZV45HXWY,SavingsPlanNegation,Invoke,837339875451,OnDemand,APN3-Request,Requests,,,,,,,,Serverless,AWS Lambda,ap-northeast-3,,,,,,,2024-12-14T18:46:21.000Z,2021-12-15T18:46:22.000Z,arn:aws:savingsplans::116462199383:savingsplan/bde60d73-a966-4281-9d90-5373eadb4e54,Any,3yr,NoUpfront,No Upfront,,,1
54126,2022-01-01,9.6229e-06,0.5773749999999999,9.6229e-06,9.6229e-06,,,,,,,,,,,,8.487399999999998e-06,,0.0,,AWS,116462199383,AWS Lambda - Total Compute - US East (Ohio),SavingsPlanCoveredUsage,Invoke,3126356522862,OnDemand,USE2-Lambda-GB-Second,Lambda-GB-Second,,,,,,,,Serverless,AWS Lambda,us-east-2,,,,,,,2024-11-23T22:25:34.000Z,2021-11-24T22:25:35.000Z,arn:aws:savingsplans::116462199383:savingsplan/17e04504-aaf4-44fa-a436-98e562675772,Any,3yr,NoUpfront,No Upfront,,,1
54141,2022-01-01,1.1825e-05,0.7095,1.1825e-05,1.1825e-05,,,,,,,,,,,,1.06425e-05,,0.0,,AWS,116462199383,AWS Lambda - Total Compute - Asia Pacific (Singapore),SavingsPlanCoveredUsage,Invoke,1121865814674,OnDemand,APS1-Lambda-GB-Second,Lambda-GB-Second,,,,,,,,Serverless,AWS Lambda,ap-southeast-1,,,,,,,2024-11-23T22:25:34.000Z,2021-11-24T22:25:35.000Z,arn:aws:savingsplans::116462199383:savingsplan/17e04504-aaf4-44fa-a436-98e562675772,Any,3yr,NoUpfront,No Upfront,,,1
54149,2022-01-01,4.33851e-05,1.963125,4.33851e-05,4.33851e-05,,,,,,,,,,,,3.90466e-05,,0.0,,AWS,116462199383,USD2.21195E-05 per seconds for Lambda-GB-Second in Africa (Cape Town),SavingsPlanCoveredUsage,Invoke,2293127618756,OnDemand,AFS1-Lambda-GB-Second,seconds,,,,,,,,Serverless,AWS Lambda,af-south-1,,,,,,,2024-12-14T18:46:21.000Z,2021-12-15T18:46:22.000Z,arn:aws:savingsplans::116462199383:savingsplan/bde60d73-a966-4281-9d90-5373eadb4e54,Any,3yr,NoUpfront,No Upfront,,,1
54151,2022-01-01,-0.469,7.0,-0.469,0.0,,,,,,,,,,,,,,,,AWS,116462199383,SavingsPlanNegation used by AccountId : 834743242957 and UsageSku : JH68FQ55JWMC4CG9,SavingsPlanNegation,RunInstances,834743242957,OnDemand,USW2-BoxUsage:m3.medium,Hrs,,,,,m3.medium,General purpose,Linux,Compute Instance,Amazon Elastic Compute Cloud,us-west-2,,,,,,,2024-11-04T03:55:25.000Z,2021-11-05T03:55:26.000Z,arn:aws:savingsplans::116462199383:savingsplan/e3f1b88a-4569-4d20-8774-a7cee1a6579b,Any,3yr,NoUpfront,No Upfront,,,1
54157,2022-01-01,-2.03209e-05,1.21925156,-2.03209e-05,0.0,,,,,,,,,,,,,,,,AWS,116462199383,SavingsPlanNegation used by AccountId : 648961425674 and UsageSku : 7N49FRQMXS49C2QS,SavingsPlanNegation,Invoke,648961425674,OnDemand,EUN1-Lambda-GB-Second,Second,,,,,,,,Serverless,AWS Lambda,eu-north-1,,,,,,,2024-11-21T04:21:54.000Z,2021-11-22T04:21:55.000Z,arn:aws:savingsplans::116462199383:savingsplan/d7738762-ab10-4d7b-a691-e0f451150131,Any,3yr,NoUpfront,No Upfront,,,1
54166,2022-01-01,0.0,7.172222,1.5624354308,5.737777600000001,1.73241766,,1.73241766,,,0.0,,,,,,,,,,AWS,116462199383,"Linux/UNIX (Amazon VPC), m4.large reserved instance applied",DiscountedUsage,RunInstances,3594124902185,Reserved,USW2-BoxUsage:m4.4xlarge,Hrs,All Upfront,standard,,,m4.4xlarge,General purpose,Linux,Compute Instance,Amazon Elastic Compute Cloud,us-west-2,,,,arn:aws:ec2:us-west-2:116462199383:reserved-instances/72dd09e2-d2f4-497f-9cf3-8c45ecbd16b5,,5292743036.0,,,,,,All Upfront,,,,1
54175,2022-01-01,2.0000000000000002e-07,1.0,2.0000000000000002e-07,2.0000000000000002e-07,,,,,,,,,,,,2.0000000000000002e-07,,0.0,,AWS,116462199383,AWS Lambda - Total Requests - South America (Sao Paulo),SavingsPlanCoveredUsage,Invoke,5846466671279,OnDemand,SAE1-Request,Request,,,,,,,,Serverless,AWS Lambda,sa-east-1,,,,,,,2024-11-23T22:25:34.000Z,2021-11-24T22:25:35.000Z,arn:aws:savingsplans::116462199383:savingsplan/17e04504-aaf4-44fa-a436-98e562675772,Any,3yr,NoUpfront,No Upfront,,,1
54177,2022-01-01,1.17738e-05,0.60325,1.17738e-05,1.17738e-05,,,,,,,,,,,,1.06172e-05,,0.0,,AWS,116462199383,USD1.95172E-05 per seconds for Lambda-GB-Second in EU (Milan),SavingsPlanCoveredUsage,Invoke,6851948122093,OnDemand,EUS1-Lambda-GB-Second,seconds,,,,,,,,Serverless,AWS Lambda,eu-south-1,,,,,,,2024-12-14T18:46:21.000Z,2021-12-15T18:46:22.000Z,arn:aws:savingsplans::116462199383:savingsplan/bde60d73-a966-4281-9d90-5373eadb4e54,Any,3yr,NoUpfront,No Upfront,,,1
54187,2022-01-01,-9.7959e-06,0.58775282,-9.7959e-06,0.0,,,,,,,,,,,,,,,,AWS,116462199383,SavingsPlanNegation used by AccountId : 383746838357 and UsageSku : 7V27U9PFRJGUDWJ8,SavingsPlanNegation,Invoke,383746838357,OnDemand,EUW3-Lambda-GB-Second,seconds,,,,,,,,Serverless,AWS Lambda,eu-west-3,,,,,,,2024-12-14T18:46:21.000Z,2021-12-15T18:46:22.000Z,arn:aws:savingsplans::116462199383:savingsplan/bde60d73-a966-4281-9d90-5373eadb4e54,Any,3yr,NoUpfront,No Upfront,,,1
54207,2022-01-01,1.19167e-05,0.7149999999999999,1.19167e-05,1.19167e-05,,,,,,,,,,,,1.05105e-05,,0.0,,AWS,116462199383,AWS Lambda - Total Compute - Asia Pacific (Sydney),SavingsPlanCoveredUsage,Invoke,1122388557796,OnDemand,APS2-Lambda-GB-Second,Lambda-GB-Second,,,,,,,,Serverless,AWS Lambda,ap-southeast-2,,,,,,,2024-11-23T22:25:34.000Z,2021-11-24T22:25:35.000Z,arn:aws:savingsplans::116462199383:savingsplan/17e04504-aaf4-44fa-a436-98e562675772,Any,3yr,NoUpfront,No Upfront,,,1
54227,2022-01-01,1.25354e-05,0.752125,1.25354e-05,1.25354e-05,,,,,,,,,,,,1.12819e-05,,0.0,,AWS,116462199383,AWS Lambda - Total Compute - Asia Pacific (Singapore),SavingsPlanCoveredUsage,Invoke,996663591733,OnDemand,APS1-Lambda-GB-Second,Lambda-GB-Second,,,,,,,,Serverless,AWS Lambda,ap-southeast-1,,,,,,,2024-11-23T22:25:34.000Z,2021-11-24T22:25:35.000Z,arn:aws:savingsplans::116462199383:savingsplan/17e04504-aaf4-44fa-a436-98e562675772,Any,3yr,NoUpfront,No Upfront,,,1
54233,2022-01-01,2.0000000000000002e-07,1.0,2.0000000000000002e-07,2.0000000000000002e-07,,,,,,,,,,,,2.0000000000000002e-07,,0.0,,AWS,116462199383,AWS Lambda - Total Requests - US East (Northern Virginia),SavingsPlanCoveredUsage,Invoke,821565223957,OnDemand,Request,Requests,,,,,,,,Serverless,AWS Lambda,us-east-1,,,,,,,2024-11-23T22:25:34.000Z,2021-11-24T22:25:35.000Z,arn:aws:savingsplans::116462199383:savingsplan/17e04504-aaf4-44fa-a436-98e562675772,Any,3yr,NoUpfront,No Upfront,,,1
54246,2022-01-01,2.0000000000000002e-07,1.0,2.0000000000000002e-07,2.0000000000000002e-07,,,,,,,,,,,,2.0000000000000002e-07,,0.0,,AWS,116462199383,AWS Lambda - Total Requests - South America (Sao Paulo),SavingsPlanCoveredUsage,Invoke,923925949235,OnDemand,SAE1-Request,Request,,,,,,,,Serverless,AWS Lambda,sa-east-1,,,,,,,2024-12-14T18:46:21.000Z,2021-12-15T18:46:22.000Z,arn:aws:savingsplans::116462199383:savingsplan/bde60d73-a966-4281-9d90-5373eadb4e54,Any,3yr,NoUpfront,No Upfront,,,1
54251,2022-01-01,1.74334e-05,1.046,1.74334e-05,1.74334e-05,,,,,,,,,,,,1.569e-05,,0.0,,AWS,116462199383,AWS Lambda - Total Compute - South America (Sao Paulo),SavingsPlanCoveredUsage,Invoke,538268764432,OnDemand,SAE1-Lambda-GB-Second,Lambda-GB-Second,,,,,,,,Serverless,AWS Lambda,sa-east-1,,,,,,,2024-11-29T13:09:26.000Z,2021-11-30T13:09:27.000Z,arn:aws:savingsplans::116462199383:savingsplan/371cbc1c-1e71-4dbe-9b09-7e18cac310b7,Any,3yr,NoUpfront,No Upfront,,,1
54279,2022-01-01,-77.824,64.0,-77.824,0.0,,,,,,,,,,,,,,,,AWS,116462199383,SavingsPlanNegation used by AccountId : 679007912305 and UsageSku : 8D4AAVFV2HFGTB38,SavingsPlanNegation,RunInstances,6791207912305,OnDemand,APN1-BoxUsage:r5.4xlarge,Hrs,,,,,r5.4xlarge,Memory optimized,Linux,Compute Instance,Amazon Elastic Compute Cloud,ap-northeast-1,,,,,,,2024-08-03T06:13:53.000Z,2021-08-04T06:13:54.000Z,arn:aws:savingsplans::116462199383:savingsplan/df4f8364-ad47-437e-8738-1f77d02eedff,Any,3yr,NoUpfront,No Upfront,,,1
54287,2022-01-01,1.50833e-05,0.6825,1.50833e-05,1.50833e-05,,,,,,,,,,,,1.35749e-05,,0.0,,AWS,116462199383,USD2.21195E-05 per seconds for Lambda-GB-Second in Africa (Cape Town),SavingsPlanCoveredUsage,Invoke,2129808295442,OnDemand,AFS1-Lambda-GB-Second,seconds,,,,,,,,Serverless,AWS Lambda,af-south-1,,,,,,,2024-11-23T22:25:34.000Z,2021-11-24T22:25:35.000Z,arn:aws:savingsplans::116462199383:savingsplan/17e04504-aaf4-44fa-a436-98e562675772,Any,3yr,NoUpfront,No Upfront,,,1
54311,2022-01-01,1.30146e-05,0.7808749999999999,1.30146e-05,1.30146e-05,,,,,,,,,,,,1.17131e-05,,0.0,,AWS,116462199383,AWS Lambda - Total Compute - US West (Northern California),SavingsPlanCoveredUsage,Invoke,213312751143,OnDemand,USW1-Lambda-GB-Second,Lambda-GB-Second,,,,,,,,Serverless,AWS Lambda,us-west-1,,,,,,,2024-11-23T22:25:34.000Z,2021-11-24T22:25:35.000Z,arn:aws:savingsplans::116462199383:savingsplan/17e04504-aaf4-44fa-a436-98e562675772,Any,3yr,NoUpfront,No Upfront,,,1
54334,2022-01-01,1.83417e-05,1.1005,1.83417e-05,1.83417e-05,,,,,,,,,,,,1.61774e-05,,0.0,,AWS,116462199383,AWS Lambda - Total Compute - Asia Pacific (Mumbai),SavingsPlanCoveredUsage,Invoke,697111479636,OnDemand,APS3-Lambda-GB-Second,Lambda-GB-Second,,,,,,,,Serverless,AWS Lambda,ap-south-1,,,,,,,2024-11-21T04:21:54.000Z,2021-11-22T04:21:55.000Z,arn:aws:savingsplans::116462199383:savingsplan/d7738762-ab10-4d7b-a691-e0f451150131,Any,3yr,NoUpfront,No Upfront,,,1
54361,2022-01-01,-2.0000000000000002e-07,1.0,-2.0000000000000002e-07,0.0,,,,,,,,,,,,,,,,AWS,116462199383,SavingsPlanNegation used by AccountId : 753019848592 and UsageSku : ZWHFK83WS2P4WZR6,SavingsPlanNegation,Invoke,7531219848592,OnDemand,USW2-Request,Requests,,,,,,,,Serverless,AWS Lambda,us-west-2,,,,,,,2024-11-29T13:09:26.000Z,2021-11-30T13:09:27.000Z,arn:aws:savingsplans::116462199383:savingsplan/371cbc1c-1e71-4dbe-9b09-7e18cac310b7,Any,3yr,NoUpfront,No Upfront,,,1
54372,2022-01-01,0.0,18.51472213,1.0881711470000002,3.4363324273,1.5555747499999997,,1.5555747499999997,,,0.0,,,,,,,,,,AWS,116462199383,"Linux/UNIX (Amazon VPC), t2.nano reserved instance applied",DiscountedUsage,RunInstances,158131571429,Reserved,USW2-BoxUsage:t2.xlarge,Hrs,All Upfront,convertible,,,t2.xlarge,General purpose,Linux,Compute Instance,Amazon Elastic Compute Cloud,us-west-2,,,,arn:aws:ec2:us-west-2:116462199383:reserved-instances/d3eb5534-25ac-4439-8bc2-f0e61d837644,,3277944780.0,,,,,,All Upfront,,,,1
54374,2022-01-01,-2.0000000000000002e-07,1.0,-2.0000000000000002e-07,0.0,,,,,,,,,,,,,,,,AWS,116462199383,SavingsPlanNegation used by AccountId : 176322333341 and UsageSku : NFXH9EUGP7BUPE4A,SavingsPlanNegation,Invoke,176322333341,OnDemand,APN2-Request,Requests,,,,,,,,Serverless,AWS Lambda,ap-northeast-2,,,,,,,2024-11-23T22:25:34.000Z,2021-11-24T22:25:35.000Z,arn:aws:savingsplans::116462199383:savingsplan/17e04504-aaf4-44fa-a436-98e562675772,Any,3yr,NoUpfront,No Upfront,,,1
54385,2022-01-01,2.0000000000000002e-07,1.0,1.999e-07,2.0000000000000002e-07,,,,,,,,,,,,2.0000000000000002e-07,,0.0,,AWS,116462199383,AWS Lambda - Total Requests - Asia Pacific (Tokyo),SavingsPlanCoveredUsage,Invoke,261316614744,OnDemand,APN1-Request,Requests,,,,,,,,Serverless,AWS Lambda,ap-northeast-1,,,,,,,2024-12-14T18:46:21.000Z,2021-12-15T18:46:22.000Z,arn:aws:savingsplans::116462199383:savingsplan/bde60d73-a966-4281-9d90-5373eadb4e54,Any,3yr,NoUpfront,No Upfront,,,1
54433,2022-01-01,1.35834e-05,0.815,1.35834e-05,1.35834e-05,,,,,,,,,,,,1.2225e-05,,0.0,,AWS,116462199383,AWS Lambda - Total Compute - South America (Sao Paulo),SavingsPlanCoveredUsage,Invoke,2595196812300,OnDemand,SAE1-Lambda-GB-Second,Lambda-GB-Second,,,,,,,,Serverless,AWS Lambda,sa-east-1,,,,,,,2024-11-23T22:25:34.000Z,2021-11-24T22:25:35.000Z,arn:aws:savingsplans::116462199383:savingsplan/17e04504-aaf4-44fa-a436-98e562675772,Any,3yr,NoUpfront,No Upfront,,,1
54435,2022-01-01,2.0000000000000002e-07,1.0,2.0000000000000002e-07,2.0000000000000002e-07,,,,,,,,,,,,2.0000000000000002e-07,,0.0,,AWS,116462199383,AWS Lambda - Total Requests - Asia Pacific (Sydney),SavingsPlanCoveredUsage,Invoke,6671128055848,OnDemand,APS2-Request,Request,,,,,,,,Serverless,AWS Lambda,ap-southeast-2,,,,,,,2024-12-14T18:46:21.000Z,2021-12-15T18:46:22.000Z,arn:aws:savingsplans::116462199383:savingsplan/bde60d73-a966-4281-9d90-5373eadb4e54,Any,3yr,NoUpfront,No Upfront,,,1
54448,2022-01-01,-4.0000000000000003e-07,2.0,-4.0000000000000003e-07,0.0,,,,,,,,,,,,,,,,AWS,116462199383,SavingsPlanNegation used by AccountId : 089048653184 and UsageSku : VPGUBFQ4KNZKMKGJ,SavingsPlanNegation,Invoke,1289048653184,OnDemand,APS3-Request,Request,,,,,,,,Serverless,AWS Lambda,ap-south-1,,,,,,,2024-11-29T13:09:26.000Z,2021-11-30T13:09:27.000Z,arn:aws:savingsplans::116462199383:savingsplan/371cbc1c-1e71-4dbe-9b09-7e18cac310b7,Any,3yr,NoUpfront,No Upfront,,,1
